step,distance_m,throughput_gbps,handover,band
0,24.979789020499833,252.46927619497748,False,220.0
1,25.87532225660241,252.46927619497748,False,220.0
2,26.871334901601212,252.46927619497748,False,220.0
3,27.96302596247911,252.46927619497748,False,220.0
4,29.141908423374026,252.46927619497748,False,220.0
5,30.390635307685056,252.46927619497748,False,220.0
6,31.70909543116546,252.46927619497748,False,220.0
7,33.08494633106542,252.46927619497748,False,220.0
8,34.51327502703295,252.46927619497748,False,220.0
9,35.9755104853966,252.46927619497748,False,220.0
10,37.47516724697002,252.46927619497748,False,220.0
11,39.00017085867373,252.46927619497748,False,220.0
12,40.55454452777223,252.46927619497748,False,220.0
13,42.139478891294374,252.46927619497748,False,220.0
14,43.753040387202574,252.46927619497748,False,220.0
15,45.38164064289284,252.46927619497748,False,220.0
16,47.03433008886415,252.46927619497748,False,220.0
17,48.694667533005024,252.46927619497748,False,220.0
18,50.371188209108674,252.46927619497748,False,220.0
19,52.05733880062523,252.46927619497748,False,220.0
20,53.76490790760808,252.46927619497748,False,220.0
21,55.477504111257964,252.46927619497748,False,220.0
22,57.1934509819851,252.46927619497748,False,220.0
23,58.91972995713794,252.46927619497748,False,220.0
24,60.660365201244815,252.46927619497748,False,220.0
25,62.41421629289359,252.46927619497748,False,220.0
26,64.17795551070328,252.46927619497748,False,220.0
27,65.9557908607283,252.46927619497748,False,220.0
28,67.74560177793254,252.46927619497748,False,220.0
29,69.53936122201834,252.46927619497748,False,220.0
30,71.34371617674971,252.46927619497748,False,220.0
31,73.15442056983386,252.46927619497748,False,220.0
32,74.97227584303297,252.46927619497748,False,220.0
33,76.80412202496707,252.46927619497748,False,220.0
34,78.64899338388484,252.46927619497748,False,220.0
35,80.49888040645826,252.46927619497748,False,220.0
36,82.35987054373314,252.46927619497748,False,220.0
37,84.23426441423108,252.46927619497748,False,220.0
38,86.11728780157131,252.46927619497748,False,220.0
39,88.00631170743155,252.46927619497748,False,220.0
40,89.89456743596303,252.46927619497748,False,220.0
41,91.7967614340329,252.46927619497748,False,220.0
42,93.69933067366463,252.46927619497748,False,220.0
43,95.60853114351734,252.46927619497748,False,220.0
44,97.52626031096295,252.46927619497748,False,220.0
45,99.45202493246924,252.46927619497748,False,220.0
46,101.38484542155693,252.46927619497748,False,220.0
47,103.31871913993963,252.46927619497748,False,220.0
48,105.26422329012061,252.46927619497748,False,220.0
49,107.21857790230546,252.46927619497748,False,220.0
50,109.18191536058762,252.46927619497748,False,220.0
51,111.14957018435221,252.46927619497748,False,220.0
52,113.11394414678026,252.46927619497748,False,220.0
53,115.08394686370166,252.46927619497748,False,220.0
54,117.05434109711344,252.46927619497748,False,220.0
55,119.02902566148761,252.46927619497748,False,220.0
56,121.01246403974197,252.46927619497748,False,220.0
57,122.99736157848021,252.46927619497748,False,220.0
58,124.9918194230562,252.46927619497748,False,220.0
59,126.98935413814402,252.46927619497748,False,220.0
60,128.99812501988754,252.46927619497748,False,220.0
61,131.0134057823867,252.46927619497748,False,220.0
62,133.03501938311,252.46927619497748,False,220.0
63,135.06334333034906,252.46927619497748,False,220.0
64,137.09834292125896,252.46927619497748,False,220.0
65,139.1433567689724,252.46927619497748,False,220.0
66,141.19894420199012,252.46927619497748,False,220.0
67,143.26777002066663,252.46927619497748,False,220.0
68,145.33896330547458,252.46927619497748,False,220.0
69,147.4200460084705,252.46927619497748,False,220.0
70,149.51433446969395,252.46927619497748,False,220.0
71,151.61455980490766,252.46927619497748,False,220.0
72,153.72882542843195,252.46927619497748,False,220.0
73,155.8545636284417,252.46927619497748,False,220.0
74,157.99554418415207,252.46927619497748,False,220.0
75,160.15885002036336,252.46927619497748,False,220.0
76,162.34187317376254,252.46927619497748,False,220.0
77,164.54604392758222,252.46927619497748,False,220.0
78,166.77384877775688,252.46927619497748,False,220.0
79,169.03002169116627,252.46927619497748,False,220.0
80,171.30450947836752,252.46927619497748,False,220.0
81,173.59970972700518,252.46927619497748,False,220.0
82,175.91799036702187,252.46927619497748,False,220.0
83,178.25511401680896,252.46927619497748,False,220.0
84,180.61810141663702,252.46927619497748,False,220.0
85,183.0182352724028,252.46927619497748,False,220.0
86,185.44785346988152,252.46927619497748,False,220.0
87,187.90730682884475,252.46927619497748,False,220.0
88,190.39950994567172,252.46927619497748,False,220.0
89,192.93047344958956,252.46927619497748,False,220.0
90,195.50276351416784,252.46927619497748,False,220.0
91,198.12315014214224,252.46927619497748,False,220.0
92,200.8060468852301,252.46927619497748,False,220.0
93,203.55611693855155,252.46927619497748,False,220.0
94,206.37045376944673,252.46927619497748,False,220.0
95,209.2505689088632,252.46927619497748,False,220.0
96,212.21262769757084,252.46927619497748,False,220.0
97,215.25796808194568,252.46927619497748,False,220.0
98,218.38293629210128,252.46927619497748,False,220.0
99,221.58858141941687,252.46927619497748,False,220.0
100,44.773861019579975,252.46927619497748,False,220.0
101,42.226533679461475,252.46927619497748,False,220.0
102,39.664131627265036,252.46927619497748,False,220.0
103,37.10136742350025,252.46927619497748,False,220.0
104,34.56107660420791,252.46927619497748,False,220.0
105,32.07351209716661,252.46927619497748,False,220.0
106,29.675267879313125,252.46927619497748,False,220.0
107,27.418594201364453,252.46927619497748,False,220.0
108,25.375941027690082,252.46927619497748,False,220.0
109,23.63794937284142,252.46927619497748,False,220.0
110,22.314181912644692,252.46927619497748,False,220.0
111,21.52525575654759,252.46927619497748,False,220.0
112,21.37246427370922,252.46927619497748,False,220.0
113,21.9129515836406,252.46927619497748,False,220.0
114,23.139685307261015,252.46927619497748,False,220.0
